
Number of samples:   544
Sample interval:     0.001 seconds
Total sampling time: 0.544 seconds
Graph cycles:        0
Sampled threads:
   #<THREAD tid=2443987 "fn-sprof" RUNNING {120F5C85D3}> (2408/1048576 bytes, 18 hash buckets)
   #<THREAD tid=2443990 "fn owner client" RUNNING {120FB95163}> (118304/1048576 bytes, 434 hash buckets)
   #<THREAD tid=2443988 "fn outbound feed" RUNNING {120FA2B303}> (424/1048576 bytes, 3 hash buckets)

           Self        Total        Cumul
  Nr  Count     %  Count     %  Count     %    Calls  Function
------------------------------------------------------------------------
   2     36   6.6     36   6.6     36   6.6        -  FN-SHA256-NTHX
   4     31   5.7     31   5.7     67  12.3        -  ASH
   6     29   5.3     71  13.1     96  17.6        -  FN-SHA256-ROTR32
   8     29   5.3     29   5.3    125  23.0        -  foreign function fsync
  10     28   5.1     28   5.1    153  28.1        -  FN-SHA256-W32
  12     21   3.9     21   3.9    174  32.0        -  foreign function __open64
  14     16   2.9     26   4.8    190  34.9        -  FN-SHA256-MAJ
  16     14   2.6     14   2.6    204  37.5        -  foreign function __write
  18     14   2.6     14   2.6    218  40.1        -  foreign function rename
  20     13   2.4     13   2.4    231  42.5        -  SB-KERNEL:TWO-ARG-IOR
  22     12   2.2    117  21.5    243  44.7        -  FN-SHA256-ROUNDS
  24     12   2.2     23   4.2    255  46.9        -  FN-SHA256-APPX
  26     12   2.2     12   2.2    267  49.1        -  GENERIC--
  28     11   2.0     11   2.0    278  51.1        -  FN-AG-CDR
  30     10   1.8     10   1.8    288  52.9        -  FN-CBOR-OCTETP
  32      9   1.7     19   3.5    297  54.6        -  FN-CBOR-OCTET-LISTP
  34      9   1.7      9   1.7    306  56.2        -  FN-AG-CAR
  36      7   1.3     94  17.3    313  57.5        -  FN-SHA256-SCHEDULE-AUX
  38      7   1.3     14   2.6    320  58.8        -  FN-SHA256-FIRSTN
  40      6   1.1      6   1.1    326  59.9        -  SB-IMPL::LIST-REVERSE
  42      5   0.9     31   5.7    331  60.8        -  FN-SHA256-SSIG0
  44      5   0.9     11   2.0    336  61.8        -  FN-SHA256-FIX-OCTETS
  46      5   0.9      5   0.9    341  62.7        -  foreign function clock_nanosleep
  48      5   0.9      5   0.9    346  63.6        -  SB-KERNEL:TWO-ARG-XOR
  50      5   0.9      5   0.9    351  64.5        -  SB-IMPL::APPEND2
  52      5   0.9      5   0.9    356  65.4        -  LOGNOT
  54      5   0.9      5   0.9    361  66.4        -  foreign function link
  56      5   0.9      5   0.9    366  67.3        -  foreign function unlink
  58      4   0.7     27   5.0    370  68.0        -  FN-SHA256-BSIG1
  60      4   0.7     16   2.9    374  68.8        -  FN-RECORD-PAYLOADP
  62      4   0.7     15   2.8    378  69.5        -  FN-SHA256-CH
  64      4   0.7      7   1.3    382  70.2        -  FN-SHA256-SHR32
  66      4   0.7      6   1.1    386  71.0        -  FN-SHA256-PAD
  68      4   0.7      4   0.7    390  71.7        -  SB-KERNEL:TWO-ARG-AND
  70      4   0.7      4   0.7    394  72.4        -  FN-RECORD-STRING-OCTETS
  72      4   0.7      4   0.7    398  73.2        -  APPEND
  74      3   0.6     34   6.3    401  73.7        -  FN-SHA256-BSIG0
  76      3   0.6      7   1.3    404  74.3        -  FN-ARTICLE-NEXT-LINE-AUX
  78      3   0.6      4   0.7    407  74.8        -  (LABELS SB-IMPL::EQUAL-NOT-INLINE :IN EQUAL)
  80      3   0.6      3   0.6    410  75.4        -  SB-IMPL::OUTPUT-TO-C-STRING/LATIN-1/LF
------------------------------------------------------------------------
          3   0.6                                     elsewhere
