
Number of samples:   141
Sample interval:     0.001 seconds
Total sampling time: 0.14100000000000001 seconds
Graph cycles:        0
Sampled threads:
   #<THREAD tid=2559016 "fn-sprof" RUNNING {120F5685B3}> (1304/1048576 bytes, 10 hash buckets)
   #<THREAD tid=2559019 "fn owner client" RUNNING {120FB34F13}> (26784/1048576 bytes, 103 hash buckets)
   #<THREAD tid=2559017 "fn outbound feed" RUNNING {120F9CB303}> (152/1048576 bytes, 1 hash buckets)

           Self        Total        Cumul
  Nr  Count     %  Count     %  Count     %    Calls  Function
------------------------------------------------------------------------
   2     14   9.9     14   9.9     14   9.9        -  foreign function fsync
   4     13   9.2     13   9.2     27  19.1        -  foreign function __open64
   6      5   3.5      8   5.7     32  22.7        -  FN-SHA256-ROTR32
   8      4   2.8      7   5.0     36  25.5        -  FN-RECORD-STRING-OCTETS-AUX
  10      4   2.8      4   2.8     40  28.4        -  ASH
  12      4   2.8      4   2.8     44  31.2        -  foreign function rename
  14      4   2.8      4   2.8     48  34.0        -  foreign function link
  16      3   2.1     17  12.1     51  36.2        -  FN-SHA256-SCHEDULE-AUX
  18      3   2.1      3   2.1     54  38.3        -  foreign function clock_nanosleep
  20      3   2.1      3   2.1     57  40.4        -  FN-SHA256-NTHX
  22      3   2.1      3   2.1     60  42.6        -  FN-SHA256-W32
  24      3   2.1      3   2.1     63  44.7        -  foreign function unlink
  26      2   1.4     13   9.2     65  46.1        -  FN-SHA256-ROUNDS
  28      2   1.4      7   5.0     67  47.5        -  PARSE-NAMESTRING
  30      2   1.4      6   4.3     69  48.9        -  FN-SHA256-BSIG1
  32      2   1.4      4   2.8     71  50.4        -  FN-SHA256-SSIG0
  34      2   1.4      3   2.1     73  51.8        -  FN-CBOR-OCTET-LISTP
  36      2   1.4      3   2.1     75  53.2        -  FN-SHA256-MAJ
  38      2   1.4      2   1.4     77  54.6        -  TRUE-LISTP
  40      2   1.4      2   1.4     79  56.0        -  GENERIC--
  42      2   1.4      2   1.4     81  57.4        -  SB-IMPL::LIST-REVERSE
  44      2   1.4      2   1.4     83  58.9        -  FN-AG-CAR
  46      2   1.4      2   1.4     85  60.3        -  SB-IMPL::GET3
  48      2   1.4      2   1.4     87  61.7        -  foreign function __write
  50      1   0.7     43  30.5     88  62.4        -  FNN-OWNER-ACTION
  52      1   0.7      4   2.8     89  63.1        -  SB-UNIX:NANOSLEEP
  54      1   0.7      4   2.8     90  63.8        -  FN-INDEX-BUILD
  56      1   0.7      3   2.1     91  64.5        -  FN-CFG-VALUEP
  58      1   0.7      2   1.4     92  65.2        -  SB-IMPL::PARSE-UNIX-NAMESTRING
  60      1   0.7      2   1.4     93  66.0        -  FN-SHA256-FIRSTN
  62      1   0.7      2   1.4     94  66.7        -  FN-SHA256-BSIG0
  64      1   0.7      2   1.4     95  67.4        -  FN-OWN-TLS-SERVED-CONN
  66      1   0.7      2   1.4     96  68.1        -  FN-RECORD-OCTETS-CHARS
  68      1   0.7      2   1.4     97  68.8        -  (FLET "CLEANUP-FUN-0" :IN FNN-WRITE-STAGED-AT)
  70      1   0.7      2   1.4     98  69.5        -  FN-RECORD-ASCII-STRINGP
  72      1   0.7      2   1.4     99  70.2        -  FN-RECORD-PAYLOADP
  74      1   0.7      1   0.7    100  70.9        -  foreign function fstatat
  76      1   0.7      1   0.7    101  71.6        -  SB-KERNEL:VECTOR-SUBSEQ
  78      1   0.7      1   0.7    102  72.3        -  SB-INT:HASHSET-FIND
  80      1   0.7      1   0.7    103  73.0        -  PATHNAME-HOST
------------------------------------------------------------------------
          0   0.0                                     elsewhere
